"state","bioguide","thomas","govtrack","opensecrets","votesmart","party","status","majority_leader","majority_whip","minority_leader","minority_whip","class","gender","ethnicity","name","slug","date_of_birth","entered_office","term_end","latitude","longitude","address","website","phone","twitter_url","facebook_url","photo_url","biography"
"IL","D000563","00326","300038","N00004981","26847","democrat","active",false,false,false,true,"II","male","white","Richard Durbin","richard-durbin","1944-11-21","1997-01-03","2021-01-03",38.892839,-77.004356,"711 Hart Senate Office Building Washington DC 20510","http://www.durbin.senate.gov","202-224-2152","https://twitter.com/SenatorDurbin","https://www.facebook.com/SenatorDurbin","https://cdn.civil.services/senate/headshots/512x512/richard-durbin.jpg","Richard Durbin, a Senator and a Representative from Illinois; born in East St. Louis, St. Clair County, Ill., November 21, 1944; graduated from Assumption High School, East St. Louis 1962; B.S., Georgetown University School of Foreign Service, Washington, DC 1966; intern in the office of Illinois Senator Paul Douglas during his senior year in College; J.D., Georgetown University Law Center 1969; admitted to the Illinois bar 1969, and commenced practice in Springfield; legal counsel to Illinois Lieutenant Governor Paul Simon 1969-1972; legal counsel, Illinois State Senate Judiciary Committee 1972-1982; Democratic nominee for lieutenant governor of Illinois 1978; associate professor, Southern Illinois University School of Medicine, Springfield 1978-1983; delegate, Democratic National Conventions 1984, 1988, 1992 and 1996; chairman of Illinois state delegation in 1996; elected as a Democrat to the Ninety-eighth and to the six succeeding Congresses (January 3, 1983-January 2, 1997); elected as a Democrat to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; Democratic party whip (2005-)."
"IL","D000622","02123","412533","N00027860","57442","democrat","active",false,false,false,false,"III","female","asian-american","Tammy Duckworth","tammy-duckworth","1968-03-12","2017-01-03","2023-01-03",38.892839,-77.004356,"524 Hart Senate Office Building Washington DC 20510","http://www.duckworth.senate.gov","202-224-2854","https://twitter.com/tammyforil","https://www.facebook.com/TammyforIllinois","https://cdn.civil.services/senate/headshots/512x512/tammy-duckworth.jpg","Tammy Duckworth, a Senator and a Representative from Illinois; born in Bangkok, Thailand, March 12, 1968; graduated from President William McKinley High School, Honolulu, Hawaii, 1985; B.A., University of Hawaii, Manoa, Hawaii, 1989; M.A., The George Washington University, Washington, D.C., 1992; attended Northern Illinois University, DeKalb, Ill.; Illinois Army National Guard, 1996-present; unsuccessful candidate for election to the United States House of Representatives in 2006; director, Ill. department of veterans' affairs, 2006-2009; assistant secretary, United States Department of Veterans' Affairs, 2009-2011; delegate to the Democratic National Convention, 2012; elected as a Democrat to the One Hundred Thirteenth Congress and to the succeeding Congress (January 3, 2013-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023."
"IN","D000607","01850","412205","N00026586","34212","democrat","active",false,false,false,false,"I","male","white","Joe Donnelly","joe-donnelly","1955-09-29","2013-01-03","2019-01-03",38.892839,-77.004356,"720 Hart Senate Office Building Washington DC 20510","http://www.donnelly.senate.gov","202-224-4814","https://twitter.com/SenDonnelly","https://www.facebook.com/senatordonnelly","https://cdn.civil.services/senate/headshots/512x512/joe-donnelly.jpg","Joe Donnelly, a Senator and a Representative from Indiana; born in Queens, Queens County, N.Y., September 28, 1955; B.A., University of Notre Dame, Notre Dame, Ind., 1977; J.D., University of Notre Dame, Notre Dame, Ind., 1981; lawyer, private practice; business owner; unsuccessful candidate for the 108th Congress in 2004; elected as a Democrat to the One Hundred Tenth and to the two succeeding Congresses (January 3, 2007-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019."
"IN","Y000064","02019","412428","N00030670","120345","republican","active",false,false,false,false,"III","male","white","Todd Young","todd-young","1972-08-24","2017-01-03","2023-01-03",38.892542,-77.007415,"493 Russell Senate Office Building Washington DC 20510","http://www.young.senate.gov","202-224-5623","https://twitter.com/SenToddYoung","https://www.facebook.com/toddyoungindiana","https://cdn.civil.services/senate/headshots/512x512/todd-young.jpg","Todd Young, a Senator and a Representative from Indiana; born in Lancaster, Lancaster County, Pa., August 24, 1972; graduated from Carmel High School, Carmel, Ind., 1990; B.S., United States Naval Academy, Annapolis, Md., 1995; M.B.A., University of Chicago, Chicago, Ill., 2000; M.A., University of London, London, England, 2001; J.D., Robert H. McKinney School of Law, Indiana University, Indianapolis, Ind., 2006; United States Navy, 1990-1991; United States Marine Corps, 1995-2000; staff, United States Senator Richard Lugar of Indiana, 2001-2003; Orange County, Ind., deputy prosecutor, 2007-2010; consultant; lawyer, private practice; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2016 for the term ending January 3, 2023."
"KS","M000934","01507","400284","N00005282","542","republican","active",false,false,false,false,"III","male","white","Jerry Moran","jerry-moran","1954-05-29","2011-01-03","2023-01-03",38.892947,-77.075686,"521 Dirksen Senate Office Building Washington DC 20510","http://www.moran.senate.gov","202-224-6521","https://twitter.com/JerryMoran","https://www.facebook.com/jerrymoran","https://cdn.civil.services/senate/headshots/512x512/jerry-moran.jpg","Jerry Moran, a Senator and a Representative from Kansas; born in Great Bend, Barton County, Kans., May 29, 1954; attended Plainville High School, Plainville, Kans.; graduated University of Kansas, Lawrence, Kans., B.S., 1976; graduated Kansas University School of Law, Lawrence, Kans., J.D., 1981; M.B.A. candidate, Fort Hays State University, Hays, Kans.; bank officer; instructor, Fort Hays State University, Hays, Kans.; member of the Kansas state senate 1989-1997, serving as vice president 1993-1995, majority leader 1995-1997; Kansas state special assistant attorney general 1982-1985; deputy attorney, Rooks County, Kans. 1987-1995; University of Kansas School of Law, Lawrence, Kans., board of governors, serving as vice president 1993-1994, and as President 1994-1995; board of directors, Kansas chamber of commerce and industry 1996-1997; elected as a Republican to the One Hundred Fifth Congress and to the six succeeding Congresses (January 3, 1997-January 3, 2011); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; chair, National Republican Senatorial Committee (2012-2014)."
"KS","R000307","00968","300083","N00005285","26866","republican","active",false,false,false,false,"II","male","white","Pat Roberts","pat-roberts","1936-04-20","1997-01-03","2021-01-03",38.892839,-77.004356,"109 Hart Senate Office Building Washington DC 20510","http://www.roberts.senate.gov","202-224-4774","https://twitter.com/SenPatRoberts","https://www.facebook.com/SenPatRoberts","https://cdn.civil.services/senate/headshots/512x512/pat-roberts.jpg","Pat Roberts, a Senator and a Representative from Kansas; born in Topeka, Kans., April 20, 1936; attended the public schools; graduated from Holton High School 1954; B.A., Kansas State University, Manhattan 1958; served in the U.S. Marine Corps as a captain 1958-1962; newspaper publisher, Litchfield Park, Ariz. 1962-1967; administrative assistant, United States Senator Frank Carlson 1967-1968; administrative assistant, United States Congressman Keith Sebelius 1968-1980; elected as a Republican to the Ninety-seventh and to the seven succeeding Congresses (January 3, 1981-January 2, 1997); chair, Committee on Agriculture (One Hundred Fourth Congress); not a candidate for reelection to the House of Representatives in 1996, but was elected as a Republican to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; Chair, Select Committee on Ethics (One Hundred Sixth and One Hundred Seventh Congresses [November 9, 1999-January 3, 2001; January 20, 2001-June 6, 2001]), Select Committee on Intelligence (One Hundred Eighth and One Hundred Ninth Congresses), Committee on Agriculture, Nutrition, and Forestry (One Hundred Fourteenth Congress)."
"KY","P000603","02082","412492","N00030836","117285","republican","active",false,false,false,false,"III","male","white","Rand Paul","rand-paul","1963-01-07","2011-01-03","2023-01-03",38.892542,-77.007415,"167 Russell Senate Office Building Washington DC 20510","http://www.paul.senate.gov","202-224-4343","https://twitter.com/RandPaul","https://www.facebook.com/SenatorRandPaul","https://cdn.civil.services/senate/headshots/512x512/rand-paul.jpg","Rand Paul (son of Ronald Ernest Paul), a Senator from Kentucky; born in Pittsburgh, Pa., January 7, 1963; attended Baylor University, 1981-1984; graduated Duke University, M.D., 1988; ophthalmologist; elected as a Republican to the United States Senate for the term ending January 3, 2017."
"KY","M000355","01395","300072","N00003389","53298","republican","active",true,false,false,false,"II","male","white","Mitch McConnell","mitch-mcconnell","1942-02-20","1985-01-03","2021-01-03",38.892542,-77.007415,"317 Russell Senate Office Building Washington DC 20510","http://www.mcconnell.senate.gov","202-224-2541","https://twitter.com/McConnellPress","https://www.facebook.com/mitchmcconnell","https://cdn.civil.services/senate/headshots/512x512/mitch-mcconnell.jpg","Mitch McConnell, a Senator from Kentucky; born in Tuscumbia, Colbert County, Ala., February 20, 1942; attended Louisville, Ky. public schools; graduated, University of Louisville 1964; graduated, University of Kentucky Law School, Lexington 1967; admitted to the Kentucky bar in 1967; legislative assistant to Senator Marlow Cook 1968-1970; Deputy Assistant United States Attorney for Legislative Affairs 1974-1975; Acting Assistant Attorney General 1975; elected judge-executive of Jefferson County, Ky., 1978-1985; elected as a Republican to the United States Senate in 1984; reelected in 1990, 1996, 2002, 2008, and again in 2014 for the term ending January 3, 2021; Republican party whip (2003-2007); minority leader (2007-2015); majority leader (2015-); chair, Select Committee on Ethics (One Hundred Fourth Congress), National Republican Senatorial Campaign Committee (One Hundred Fifth through One Hundred Sixth Congresses), Committee on Rules and Administration (One Hundred Sixth Congress, One Hundred Seventh Congress [January 20, 2001-June 6, 2001])."
"LA","C001075","01925","412269","N00030245","69494","republican","active",false,false,false,false,"II","male","white","Bill Cassidy","bill-cassidy","1957-09-28","2015-01-03","2021-01-03",38.892839,-77.004356,"703 Hart Senate Office Building Washington DC 20510","http://www.cassidy.senate.gov","202-224-5824","https://twitter.com/BillCassidy","https://www.facebook.com/billcassidy","https://cdn.civil.services/senate/headshots/512x512/bill-cassidy.jpg","Bill Cassidy, a Senator and a Representative from Louisiana; born in Highland Park, Lake County, Ill., September 28, 1957; B.S., Louisiana State University, Baton Rouge, La., 1979; M.D., Louisiana State University Medical School, New Orleans, La., 1983; physician; member of the Louisiana state senate, 2006-2008; elected as a Republican to the One Hundred Eleventh and to the two succeeding Congresses (January 3, 2009-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021."
"LA","K000393",,"412679",,"35496","republican","active",false,false,false,false,"III","male","white","John Kennedy","john-kennedy","1951-11-21","2017-01-03","2023-01-03",38.892839,-77.004356,"703 Hart Senate Office Building Washington DC 20510","http://www.kennedy.senate.gov","202-224-4623","https://twitter.com/johnkennedyla","https://www.facebook.com/johnkennedylouisiana","https://cdn.civil.services/senate/headshots/512x512/john-kennedy.jpg","John Kennedy, a Senator from Louisiana; born in Centreville, Miss., November 21, 1951; B.A., Vanderbilt University, 1973; J.D., University of Virginia School of Law, 1977; B.C.L., Oxford University, Oxford, England, 1979; lawyer; special counsel to Louisiana Governor Buddy Roemer; secretary to Governor Roemer's Cabinet; Secretary of the state Department of Revenue in the Cabinet of Louisiana Governor Mike Foster 1996-1999; Louisiana state Treasurer 1999-2016; elected as a Republican to the United States Senate in 2016 for the term ending January 3, 2023."
"MA","W000817","02182","412542","N00033492","141272","democrat","active",false,false,false,false,"I","female","white","Elizabeth Warren","elizabeth-warren","1949-06-22","2013-01-03","2019-01-03",38.892839,-77.004356,"317 Hart Senate Office Building Washington DC 20510","http://www.warren.senate.gov","202-224-4543","https://twitter.com/SenWarren","https://www.facebook.com/senatorelizabethwarren","https://cdn.civil.services/senate/headshots/512x512/elizabeth-warren.jpg","Elizabeth Warren, a Senator from Massachusetts; born in Oklahoma City, Okla., June 22, 1949; attended George Washington University, 1966-1968; graduated University of Houston, B.S., 1970; graduated Rutgers University, J.D., 1976; elementary school teacher; lawyer; law professor; bankruptcy analyst; Chair, Congressional Oversight Panel for the Troubled Asset Relief Program 2008-2010; special assistant to President Barack Obama for the Consumer Financial Protection Bureau 2010-2011; elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019."
"MA","M000133","00735","400253","N00000270","26900","democrat","active",false,false,false,false,"II","male","white","Edward Markey","edward-markey","1946-11-11","2013-07-16","2021-01-03",38.892947,-77.075686,"255 Dirksen Senate Office Building Washington DC 20510","http://www.markey.senate.gov","202-224-2742","https://twitter.com/SenMarkey","https://www.facebook.com/EdJMarkey","https://cdn.civil.services/senate/headshots/512x512/edward-markey.jpg","Edward Markey, a Senator and a Representative from Massachusetts; born in Malden, Middlesex County, Mass., July 11, 1946; attended Immaculate Conception Grammar School, Malden, Mass.; graduated from Malden Catholic High School, Malden, Mass., 1964; B.A., Boston College, Chestnut Hill, Mass., 1968; J.D., Boston College Law School, Chestnut Hill, Mass., 1972; lawyer, private practice; United States Army Reserve, 1968-1973; member of the Massachusetts state house of representatives, 1973-1976; elected as a Democrat to the Ninety-fourth Congress, by special election to fill the vacancy caused by the death of United States Representative Torbert H. Macdonald; reelected to the nineteen succeeding Congresses, and served from November 2, 1976, to July 15, 2013, when he resigned to become a U.S. Senator; elected as a Democrat to the U.S. Senate in a special election on June 25, 2013, to fill the vacancy caused by the resignation of John F. Kerry, a seat subsequently held by appointed Senator William Cowan, and took the oath of office on July 16, 2013; reelected in 2014 for the term ending January 3, 2021."
"MD","C000141","00174","400064","N00001955","26888","democrat","active",false,false,false,false,"I","male","white","Benjamin Cardin","benjamin-cardin","1943-10-05","2007-01-03","2019-01-03",38.892839,-77.004356,"509 Hart Senate Office Building Washington DC 20510","http://www.cardin.senate.gov","202-224-4524","https://twitter.com/SenatorCardin","https://www.facebook.com/senatorbencardin","https://cdn.civil.services/senate/headshots/512x512/benjamin-cardin.jpg","Benjamin Cardin, a Senator and a Representative from Maryland; born in Baltimore, Md., October 5, 1943; attended public schools; graduated from Baltimore City College, Baltimore, Md., 1961; B.A., University of Pittsburgh, Pittsburgh, Pa., 1964; J.D., University of Maryland, Baltimore, Md., 1967; lawyer, private practice; member of the Maryland state house of delegates, 1966-1986, speaker, 1979-1986; elected as a Democrat to the One Hundredth and to the nine succeeding Congresses (January 3, 1987-January 3, 2007); one of the managers appointed by the House of Representatives in 1989 to conduct the impeachment proceedings against Walter L. Nixon, judge of the United States District Court for the District Court of Mississippi; not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019."
"MD","V000128","01729","400415","N00013820","6098","democrat","active",false,false,false,false,"III","male","white","Chris Van Hollen","chris-van-hollen","1959-01-10","2017-01-03","2023-01-03",38.892839,-77.004356,"503 Hart Senate Office Building Washington DC 20510","http://www.vanhollen.senate.gov","202-224-4654","https://twitter.com/chrisvanhollen","https://www.facebook.com/vanhollenformd","https://cdn.civil.services/senate/headshots/512x512/chris-van-hollen.jpg","Christopher Van Hollen, a Senator and a Representative from Maryland; born in Karachi, Pakistan, January 10, 1959; B.A., Swarthmore College, Swarthmore, Pa., 1982; M.P.P., Harvard University, Cambridge, Mass., 1985; J.D., Georgetown University, Washington, D.C., 1990; lawyer, private practice; member of the Maryland state house of representatives, 1990-1994; member of the Maryland state senate, 1994-2002; elected as a Democrat to the One Hundred Eighth and to the six succeeding Congresses (January 3, 2003-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023."
"ME","K000383","02185","412545","N00034580","22381","independent","active",false,false,false,false,"I","male","white","Angus King","angus-king","1944-03-31","2013-01-03","2019-01-03",38.892839,-77.004356,"133 Hart Senate Office Building Washington DC 20510","http://www.king.senate.gov","202-224-5344","https://twitter.com/SenAngusKing","https://www.facebook.com/SenatorAngusSKingJr","https://cdn.civil.services/senate/headshots/512x512/angus-king.jpg","Angus King, a Senator from Maine; born in Alexandria, Va., March 31, 1944; graduated Dartmouth College, B.A., 1966; graduated University of Virginia, J.D., 1969; lawyer; Counsel, U.S. Senate Subcommittee on Alcoholism and Narcotics; television program host and co-producer; company executive; energy conservation company owner; governor of Maine 1995-2003; elected as an Independent to the United States Senate in 2012 for the term ending January 3, 2019."
"ME","C001035","01541","300025","N00000491","379","republican","active",false,false,false,false,"II","female","white","Susan Collins","susan-collins","1952-12-07","1997-01-03","2021-01-03",38.892947,-77.075686,"413 Dirksen Senate Office Building Washington DC 20510","http://www.collins.senate.gov","202-224-2523","https://twitter.com/SenatorCollins","https://www.facebook.com/susancollins","https://cdn.civil.services/senate/headshots/512x512/susan-collins.jpg","Susan Collins, a Senator from Maine; born in Caribou, Aroostook County, Maine, December 7, 1952; graduated from St. Lawrence University, Canton, NY 1975; worked for United States Senator William S. Cohen 1975-1987, serving as staff director of the Senate Governmental Affairs Subcommittee on the Oversight of Government Management 1981-1987; commissioner of the Maine Department of Professional and Financial Regulation 1987-1992; New England regional director, United States Small Business Administration 1992; served as deputy state treasurer of Massachusetts, 1993; won an eight-way Republican primary to become the first woman nominated for governor of Maine in 1994, but lost general election; elected as a Republican to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; chair, Committee on Governmental Affairs (One Hundred Eighth Congress), Committee on Homeland Security and Governmental Affairs (One Hundred Ninth Congress); Special Committee on Aging (One Hundred Fourteenth Congress)."
"MI","S000770","01531","300093","N00004118","515","democrat","active",false,false,false,false,"I","female","white","Debbie Stabenow","debbie-stabenow","1950-04-29","2001-01-03","2019-01-03",38.892839,-77.004356,"731 Hart Senate Office Building Washington DC 20510","http://www.stabenow.senate.gov","202-224-4822","https://twitter.com/SenStabenow","https://www.facebook.com/stabenow","https://cdn.civil.services/senate/headshots/512x512/debbie-stabenow.jpg","Debbie Stabenow, a Senator and a Representative from Michigan; born in Gladwin, Mich., April 29, 1950; graduated, Clare High School; B.A., Michigan State University, East Lansing 1972; M.S.W. magna cum laude, Michigan State University, 1975; social worker; leadership training consultant; Ingham County commissioner 1975-1978; member, State house of representatives 1979-1990; member, State senate 1991-1994; elected as a Democrat to the One Hundred Fifth and One Hundred Sixth Congresses (January 3, 1997-January 3, 2001); was not a candidate for reelection to the House of Representatives in 2000, but was elected to the United States Senate for the term commencing January 3, 2001; reelected in 2006 and again in 2012 for the term ending January 3, 2019; Democratic Conference secretary (2005-2007); vice-chair, Democratic Policy and Communications Committee (2011-); chair, Committee on Agriculture, Nutrition, and Forestry (One Hundred Twelfth and One Hundred Thirteenth Congresses)."
"MI","P000595","01929","412305","N00029277","8749","democrat","active",false,false,false,false,"II","male","white","Gary Peters","gary-peters","1958-01-01","2015-01-03","2021-01-03",38.892839,-77.004356,"724 Hart Senate Office Building Washington DC 20510","http://www.peters.senate.gov","202-224-6221","https://twitter.com/SenGaryPeters","https://www.facebook.com/SenatorGaryPeters","https://cdn.civil.services/senate/headshots/512x512/gary-peters.jpg","Gary Peters, a Senator and a Representative from Michigan; born in Pontiac, Oakland County, Mich., December 1, 1958; B.A., Alma College, Alma, Mich., 1980; M.B.A., Finance, University of Detroit, Detroit, Mich., 1984; J.D., Wayne State University, Detroit, Mich., 1989; M.A., Philosophy, Michigan State University, East Lansing, Mich., 2007; United States Navy Reserve, 1993-2000, 2001-2005; assistant vice president, Merrill Lynch, 1980-1989; vice president, UBS/Paine Webber, 1989-2003; Arbitrator, Financial Industry Regulatory Authority; instructor, Oakland University, Rochester, Mich., and Wayne State University, Detroit, Mich.; Professor, Central Michigan University; member, Rochester Hills, Mich., city council, 1991-1993; member of the Michigan state senate, 1995-2002; unsuccessful candidate for Michigan state attorney general in 2002; chief administrative officer for the Bureau of investments, state of Michigan, 2003; lottery commissioner, state of Michigan, 2003-2007; elected as a Democrat to the One Hundred Eleventh and to the two succeeding Congresses (January 3, 2009-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2014 for the term ending January 3, 2021."
"MN","K000367","01826","412242","N00027500","65092","democrat","active",false,false,false,false,"I","female","white","Amy Klobuchar","amy-klobuchar","1960-05-25","2007-01-03","2019-01-03",38.892839,-77.004356,"302 Hart Senate Office Building Washington DC 20510","http://www.klobuchar.senate.gov","202-224-3244","https://twitter.com/amyklobuchar","https://www.facebook.com/amyklobuchar","https://cdn.civil.services/senate/headshots/512x512/amy-klobuchar.jpg","Amy Klobuchar, a Senator from Minnesota; born in Plymouth, Minn., May 25, 1960; attended the public schools in Plymouth; graduated magna cum laude Yale University 1982; J.D., University of Chicago 1985; practiced law in Minnesota, becoming partner at the law firms of Dorsey &amp; Whitney and Gray Plant Mooty; Hennepin County Attorney 1999-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019."
"MN","F000457","01969","412378","N00029016","108924","democrat","active",false,false,false,false,"II","male","white","Alan Franken","alan-franken","1951-05-21","2009-07-07","2021-01-03",38.892839,-77.004356,"309 Hart Senate Office Building Washington DC 20510","http://www.franken.senate.gov","202-224-5641","https://twitter.com/SenFranken","https://www.facebook.com/senatoralfranken","https://cdn.civil.services/senate/headshots/512x512/alan-franken.jpg","Alan Franken, a Senator from Minnesota; born in Manhattan, N.Y., May 21, 1951; A.B., Harvard University, Cambridge, Mass., 1973; screenwriter; comedian; author; radio talk show host; elected as a Democrat to the United States Senate in 2008 for the term beginning January 3, 2009, but the election was contested; following a June 30, 2009, decision in his favor by the Minnesota state supreme court, he took the oath of office and began service on July 7, 2009; reelected in 2014 for the term ending January 3, 2021."
"MO","B000575","01464","400034","N00005195","418","republican","active",false,false,false,false,"III","male","white","Roy Blunt","roy-blunt","1950-01-10","2011-01-03","2023-01-03",38.892542,-77.007415,"260 Russell Senate Office Building Washington DC 20510","http://www.blunt.senate.gov","202-224-5721","https://twitter.com/RoyBlunt","https://www.facebook.com/SenatorBlunt","https://cdn.civil.services/senate/headshots/512x512/roy-blunt.jpg","Roy Blunt, a Senator and a Representative from Missouri; born in Niangua, Webster County, Mo., January 10, 1950; graduated Southwest Baptist University, Bolivar, Mo., B.A., 1970; graduated Missouri State University, Springfield, Mo., M.A., 1972; high school history teacher; clerk and chief election officer, Greene County, Mo. 1973-1984; Missouri state secretary of state 1984-1993; President, Southwest Baptist University, Bolivar, Mo. 1993-1996; elected as a Republican to the One Hundred Fifth and to the six succeeding Congresses (January 3, 1997-January 3, 2011); majority whip (One Hundred Eighth through One Hundred Ninth Congresses); acting majority leader (One Hundred Ninth Congress, September 28, 2005-February 2, 2006); minority whip (One Hundred Tenth Congress); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; vice-chair, Republican Conference (2012-); chair, Committee on Rules and Administration (One Hundred Fourteenth Congress)."
"MO","M001170","01820","412243","N00027694","2109","democrat","active",false,false,false,false,"I","female","white","Claire McCaskill","claire-mccaskill","1953-07-24","2007-01-03","2019-01-03",38.892839,-77.004356,"730 Hart Senate Office Building Washington DC 20510","http://www.mccaskill.senate.gov","202-224-6154","https://twitter.com/McCaskillOffice","https://www.facebook.com/senatormccaskill","https://cdn.civil.services/senate/headshots/512x512/claire-mccaskill.jpg","Claire McCaskill, a Senator from Missouri; born in Rolla, Mo., July 24, 1953; attended Hickman High School in Columbia, Mo.; graduated University of Missouri, Columbia 1975; J.D., University of Missouri, Columbia 1978; Missouri State house of representatives 1982-1988; Jackson County prosecutor 1992-1998; unsuccessful candidate for Governor 2004; Missouri State Auditor 1998-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019."
"MS","W000437","01226","400432","N00003280","21926","republican","active",false,false,false,false,"I","male","white","Roger Wicker","roger-wicker","1951-07-05","2007-12-31","2019-01-03",38.892947,-77.075686,"555 Dirksen Senate Office Building Washington DC 20510","http://www.wicker.senate.gov","202-224-6253","https://twitter.com/SenatorWicker","https://www.facebook.com/SenatorWicker","https://cdn.civil.services/senate/headshots/512x512/roger-wicker.jpg","Roger Wicker, a Senator and a Representative from Mississippi; born in Pontotoc, Pontotoc County, Miss., July 5, 1951; graduated Pontotoc High School, Pontotoc, Miss., 1969; B.A., University of Mississippi, University, Miss., 1973; J.D., University of Mississippi, University, Miss. 1975; Air Force Reserve Officer Training Corps; United States Air Force 1976-1980; United States Air Force Reserve 1980-2003; staff for United States Representative Trent Lott of Mississippi, House Committee on Rules 1980-1982; Tupelo, Miss., judge pro tem; Lee County, Miss., public defender 1984-1987; member of the Mississippi state Senate 1988-1994; elected as a Republican to the One Hundred Fourth and to the six succeeding Congresses (January 3, 1995-December 31, 2007); resigned on December 31, 2007, to accept appointment to the Senate; appointed to the U.S. Senate on December 31, 2007, to fill the seat left vacant by the resignation of Chester Trent Lott; took oath of office on December 31, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019; chair, National Republican Senatorial Committee (2015-)."
"MS","C000567","00213","300023","N00003328","53312","republican","active",false,false,false,false,"II","male","white","Thad Cochran","thad-cochran","1937-12-07","1978-12-27","2021-01-03",38.892947,-77.075686,"113 Dirksen Senate Office Building Washington DC 20510","http://www.cochran.senate.gov","202-224-5054","https://twitter.com/SenThadCochran","https://www.facebook.com/pages/US-Senator-Thad-Cochran-R-MS/384626981575895","https://cdn.civil.services/senate/headshots/512x512/thad-cochran.jpg","Thad Cochran, a Senator and a Representative from Mississippi; born in Pontotoc, Pontotoc County, Miss., December 7, 1937; educated in the public schools of Mississippi; graduated, University of Mississippi, Oxford 1959 and the University of Mississippi Law School 1965; studied international law and jurisprudence at Trinity College, University of Dublin, Ireland 1963-1964; served in the United States Navy 1959-1961; admitted to the Mississippi bar in 1965 and commenced practice in Jackson; elected as a Republican to the Ninety-third Congress in 1972; reelected to the Ninety-fourth and Ninety-fifth Congresses and served from January 3, 1973, until his resignation on December 26, 1978; was not a candidate for reelection to the House of Representatives, but was elected in 1978 to the United States Senate for the term commencing January 3, 1979; subsequently appointed by the Governor, December 27, 1978, to fill the vacancy caused by the resignation of James O. Eastland for the term ending January 3, 1979; reelected in 1984, 1990, 1996, 2002, 2008, and again in 2014 for the term ending January 3, 2021; Chair, Senate Republican Conference (1991-1997), Committee on Agriculture, Nutrition, and Forestry (One Hundred Eighth Congress); Committee on Appropriations (One Hundred Ninth and One Hundred Fourteenth Congresses)."
"MT","T000464","01829","412244","N00027605","20928","democrat","active",false,false,false,false,"I","male","white","Jon Tester","jon-tester","1956-08-21","2007-01-03","2019-01-03",38.892839,-77.004356,"311 Hart Senate Office Building Washington DC 20510","http://www.tester.senate.gov","202-224-2644","https://twitter.com/SenatorTester","https://www.facebook.com/senatortester","https://cdn.civil.services/senate/headshots/512x512/jon-tester.jpg","Jon Tester, a Senator from Montana; born in Havre, Mont., on August 21, 1956; graduated College of Great Falls 1978, farmer; teacher; member, Big Sandy school board 1983-1992 (chairman 1986-1991); Montana State Senate 1999-2006, serving as minority whip 2001-2003, minority leader 2003-2005, president 2005-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]); chair, Democratic Senatorial Campaign Committee (2015-)."
"MT","D000618","02138","412549","N00033054","135720","republican","active",false,false,false,false,"II","male","white","Steve Daines","steve-daines","1962-08-20","2015-01-03","2021-01-03",38.892839,-77.004356,"320 Hart Senate Office Building Washington DC 20510","http://www.daines.senate.gov","202-224-2651","https://twitter.com/SteveDaines","https://www.facebook.com/SteveDainesMT","https://cdn.civil.services/senate/headshots/512x512/steve-daines.jpg","Steve Daines, a Senator and a Representative from Montana; born in Van Nuys, Los Angeles County, Calif., August 20, 1962; graduated from Bozeman High School, Bozeman, Mont.; B.S., Montana State University, Bozeman, Mont., 1984; businessman; delegate, Republican National Convention, 1984; unsuccessful candidate for lieutenant governor of Montana in 2008; elected as a Republican to the One Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021."
